Company_name,Company_website,Practitioner_names,url,Company_address
"
	Lifemark Health Centre",," Jana Morton, Occupational Therapist ",https://concussioncareproviders.com/listing/lifemark-health-centre/,"
	Suite 230 - 181 Keefer Place Vancouver British Columbia V6B 6C1 Canada"
"
	San Juan Regional Medical Center",," Tallethea Mose, PT, DPT. ",https://concussioncareproviders.com/listing/san-juan-regional-medical-center/,"
	301 S Auburn Farmington NM 87401 United States"
"
	Orthopaedic Hospital of Wisconsin",http://www.ohow.org,"Matt Pitton, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/orthopaedic-hospital-of-wisconsin-2/,"
	475 W. River Woods Parkway Glendale Wisconsin 53212 United States"
"
	Sisu Vision Rehabilitation",https://www.sisuvisionrehab.com," Danese Zander, OTR ",https://concussioncareproviders.com/listing/sisu-vision-rehabilitation/,"
	440 Benmar Drive Suite 3020 Houston Texas 77060 United States"
"
	Belmont University",,"Carly Callahan, PT ",https://concussioncareproviders.com/listing/belmont-university-7/,"
	1900 Belmont Blvd. Nashville TN 37212 United States"
"
	Belmont University",,"Carly Callahan, PT ",https://concussioncareproviders.com/listing/belmont-university-8/,"
	1900 Belmont Blvd. Nashville TN 37212 United States"
"
	M Health Fairview",,"Johnathan Cicchese, PT ",https://concussioncareproviders.com/listing/m-health-fairview/,"
	1570 Beam Avenue Maplewood MN 55109 United States"
"
	Activcore",http://www.activcore.com,"Nick Passe, PT ",https://concussioncareproviders.com/listing/activcore/,"
	800 Bunn Drive Princeton New Jersey 08540 United States"
"
	Neuro and Brain Performance Centers, LLC",http://www.nbpcaz.com," Derek Adams, Occupational Therapist ",https://concussioncareproviders.com/listing/neuro-and-brain-performance-centers-llc/,"
	6840 E Brown Rd, Suite 104 Mesa AZ 85207 United States"
"
	Select Medical",http://www.selectphysicaltherapy.com/community/northern-virginia/,"Andy Prishack PT, ATL, ATC ",https://concussioncareproviders.com/listing/select-medical-2/,"
	4001 Fair Ridge Drive, Suite 201, Fairfax, VA 22033, USA"
"
	MossRehab",," Kerry Heying, Occupational Therapist ",https://concussioncareproviders.com/listing/mossrehab/,"
	60 Township Line Road Elkins Park PA 19027 United States"
"
	PT Pro, Inc",http://www.ptpro.biz,"Annika Hayman, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/pt-pro-inc-2/,"
	2569 152nd Ave NE Redmond WA 98052 United States"
"
	Optimal Function Occupational Therapy",," Kelly Brunsteter-Misuraca, OTR/L, CLT, ",https://concussioncareproviders.com/listing/optimal-function-occupational-therapy/,"
	120 N Bryant Ave - Oklahoma OASIS Edmond OK 73034 United States"
"
	Belmont University",,"Carly Callahan, PT ",https://concussioncareproviders.com/listing/belmont-university-9/,"
	1900 Belmont Blvd. Nashville TN 37212 United States"
"
	AccuCare Physical Therapy & Sports Medicine",https://accucarept.com/,"Diana Williamson, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/accucare-physical-therapy-sports-medicine/,"
	2211 Route 88 East Brick NJ 08724 United States"
"
	Rapid Rehab",http://www.rapidrehablv.com,"Heather Black Darby, PT ",https://concussioncareproviders.com/listing/rapid-rehab-2/,"
	2475 W Horizon Ridge Pkwy #100 Henderson NV 89052 United States"
"
	Pivot Physical Therapy",https://www.pivotphysicaltherapy.com/locations/wilkes-barre-pa/?utm_source=gmb&utm_medium=organic&utm_content=wilkes-barre-pa,"Holly Liguori, PT ",https://concussioncareproviders.com/listing/pivot-physical-therapy-3/,"
	401 Market St, Ste 2, Kingston, PA, USA"
"
	CentraState Healthcare System",http://www.centrastate.com,"Michelle Hyde, PT ",https://concussioncareproviders.com/listing/centrastate-healthcare-system/,"
	CentraState Rehabilitation Services 901 West Main Street Freehold New Jersey 07728 United States"
"
	Orthopaedic Hospital of Wisconsin",http://www.ohow.com,"Nicolas Olson-Studler, PT, DPT ",https://concussioncareproviders.com/listing/orthopaedic-hospital-of-wisconsin-3/,"
	W62 N204 Washington Avenue Cedarburg Wisconsin 53012 United States"
,," Kumuena Tekasala, ",https://concussioncareproviders.com/listing/6104/,
"
	South Big Horn County Hospital",,"Adam Sproat, Physician Assistant Certified ",https://concussioncareproviders.com/listing/south-big-horn-county-hospital/,"
	388 US-20 Basin WY 82410 United States"
"
	Blanchard Valley Ortho and Sports Medicine,
	Blanchard Valley Ortho and Sports Medicine",https://www.bvhealthsystem.org/locations/locations-details?&practice=21,"Michael Stump, MD ",https://concussioncareproviders.com/listing/blanchard-valley-ortho-and-sports-medicine/,"
	1721 Medical Blvd, Suite D, Findlay, OH, USA,
	1721 Medical Blvd #D, Findlay, OH 45840, United States"
"
	San Juan Regional Medical Center",,"victoria Johnson, Other ",https://concussioncareproviders.com/listing/san-juan-regional-medical-center-2/,"
	301 S. Auburn Farmington New Mexico 87401 United States"
"
	F.I.T. Muscle & Joint Clinic",http://www.fitmjc.com,"Rebecca Hughey, PT ",https://concussioncareproviders.com/listing/f-i-t-muscle-joint-clinic-2/,"
	1634 SE Blue Pkwy Lee's Summit MO 64063 United States"
"
	Orthopedic Hospital of WI",,"Nicole Olenchek, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/orthopedic-hospital-of-wi/,"
	3970 N Oakland Ave, Suite 102 Shorewood WI 53211 United States"
"
	Monument Health",,"Michelle Triplett, PT ",https://concussioncareproviders.com/listing/monument-health/,"
	2449 E Colorado Blvd, Spearfish Canyon, SD 57783, United States"
"
	Belmont University",,"Taylor Reed, PT ",https://concussioncareproviders.com/listing/belmont-university-10/,"
	1900 Belmont Blvd, Nashville, TN 37212, United States"
"
	Belmont University School of Physical Therapy",,"Jessica Smith, Other ",https://concussioncareproviders.com/listing/belmont-university-school-of-physical-therapy/,"
	1900 Belmont Blvd Nashville TN 37212 United States"
"
	PTPro Inc.",http://www.ptpro.biz,"Maureen Madden, PT ",https://concussioncareproviders.com/listing/ptpro-inc/,"
	2569 152ndAve NE Redmond WA 98052 United States"
"
	Belmont University",,"Mallorie Sweat, PT ",https://concussioncareproviders.com/listing/belmont-university-11/,"
	1900 Belmont Blvd Nashville TN 37212 United States"
"
	ProMedica BayPark Total Rehab",,", ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/promedica-baypark-total-rehab/,"
	2751 Bay Park Dr. Oregon OH 43616 United States"
"
	PTPro Inc.",http://www.ptpro.biz,"Maureen Madden, PT ",https://concussioncareproviders.com/listing/ptpro-inc-2/,"
	2569 152ndAve NE redmond WA 98052 United States"
"
	Hands on Health Wellness Centre",," Jaimikkumar Mehta, Registered Physiotherapist ",https://concussioncareproviders.com/listing/hands-on-health-wellness-centre/,"
	1080 Adelaide St. North London Ontario N5Y2N1 Canada"
"
	Ortho Bethesda",https://www.orthobethesda.com/physical-therapists/,"Matvey Immerman, PT ",https://concussioncareproviders.com/listing/ortho-bethesda/,"
	10215 Fernwood Road Suite 303 Bethesda MD 20817 United States"
"
	Belmont University",,"Morgan Hutchinson, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/belmont-university-12/,"
	1900 Belmont Blvd Nashville Tennessee 37212 United States"
"
	Houston Physicians’ Hospital",,"Travis Ceccacci, PT ",https://concussioncareproviders.com/listing/houston-physicians-hospital/,"
	1804 Fm 646 Rd W. Suite B League City Texas 77573 United States"
"
	Belmont University – School of Physical Therapy",http://www.belmont.edu/pt/index.html,"Grace Harrison, PT ",https://concussioncareproviders.com/listing/belmont-university-school-of-physical-therapy-2/,"
	1900 Belmont Blvd. Nashville TN 37212 United States"
"
	Instep Physical therapy",," Pranjali Khairmode, Neurophysiotherapist ",https://concussioncareproviders.com/listing/instep-physical-therapy/,"
	#200, 10534, 124 street Edmonton AB T5N 1S1 Canada"
"
	Belmont University",,"Benjamin Leppek, PT ",https://concussioncareproviders.com/listing/belmont-university-14/,"
	1900 Belmont Blvd Nashville TN 37212 United States"
"
	OrthoBethesda",https://www.orthobethesda.com/,"Jeremy Swank, PT ",https://concussioncareproviders.com/listing/orthobethesda/,"
	10215 Fernwood Road Suite 303 Bethesda Maryland 20817 United States"
"
	belmont university",,"SAM MULLANEY, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/belmont-university-13/,"
	1900 belmont blvd. nashvhille TN 37212 United States"
"
	BodyCentral Physical Therapy",https://www.bodycentralpt.net/,"Tyler Gregory, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/bodycentral-physical-therapy-5/,"
	1991 E Ajo Way Suite 149 Tucson AZ 85713 United States"
"
	Morris Hospital",,"Lindsay Fowler, PT ",https://concussioncareproviders.com/listing/morris-hospital-4/,"
	100 gore road morris il 60450 United States"
"
	Mankato Clinic Pediatric Therapy Services",http://www.mankatoclinic.com/pediatric-therapy-services," Jill Jacobson, OTR/L ",https://concussioncareproviders.com/listing/mankato-clinic-pediatric-therapy-services/,"
	150 St Andrews Ct #310 Mankato MN 56001 United States"
"
	OrthoBethesda",https://www.orthobethesda.com/physical-therapy/,"Kyle Graves, PT ",https://concussioncareproviders.com/listing/orthobethesda-2/,"
	10215 Fernwood Rd #303 Bethesda MD 20817 United States"
"
	Meeker Memorial Hospital and Clinics",," Mackenzie Hoffman, Occupational Therapist ",https://concussioncareproviders.com/listing/meeker-memorial-hospital-and-clinics-2/,"
	612 South Sibley Litchfield MN 55355 United States"
"
	All Children’s Hospital",,"James Toldi, DO ",https://concussioncareproviders.com/listing/all-childrens-hospital/,"
	501 6th Ave S, St. Petersburg, FL, USA"
"
	Promedica",,"Heath Cogswell, PT ",https://concussioncareproviders.com/listing/promedica/,"
	2751 Baypark drive Oregon OH 43616 United States"
"
	Southwest Family Eye Health Center",http://www.swfamilyeye.com," Matthew Ange, Occupational Therapist ",https://concussioncareproviders.com/listing/southwest-family-eye-health-center/,"
	1300 West Rosedale Street, Suite B, Fort Worth, TX, USA"
"
	Morris Hospital",https://www.morrishospital.org/resources/concussion-management/,"Deanna Reichardt, PT ",https://concussioncareproviders.com/listing/morris-hospital-5/,"
	100 Gore Rd. Morris IL 60450 United States"
"
	Pro Therapy Services",http://www.protherapyservices.com,"Jessica Brewer, PT/ATC ",https://concussioncareproviders.com/listing/pro-therapy-services/,"
	1787 Veterans Blvd Suite 102C Sevierville TN 37862 United States"
"
	BodyCentral Physical Therapy",,"Ariana Calderon, PT ",https://concussioncareproviders.com/listing/bodycentral-physical-therapy-7/,"
	1991 E ajo way Tucson AZ 85713 United States"
"
	Belmead physical therapy",," Manishabahen Patel, Physiotherapist ",https://concussioncareproviders.com/listing/belmead-physical-therapy/,"
	8944 182 St NW, Suite 300 Edmonton Alberta T5T 2E3 Canada"
"
	Theradynamics",,"Christine M. Scarano Ward PT, DPT ",https://concussioncareproviders.com/listing/theradynamics/,"
	214 Harmony Road, Middletown, New Jersey 07748, United States"
"
	102773",,"Emily Matthews, Physiotherapist ",https://concussioncareproviders.com/listing/102773/,"
	10215 fernwood rd bethesda MD 20815 US Minor Outlying Islands"
"
	Complete Balance Solution Institute for Rehab",https://completebalancesolutions.com/,"Taylor Marcoly, PT ",https://concussioncareproviders.com/listing/complete-balance-solution-institute-for-rehab/,"
	23141 Moulton Parkway #111 Laguna Hills California 92653 United States"
"
	ProMedica at BayPark",,", ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/promedica-at-baypark/,"
	2751 Baypark Drive Oregon OH 43616 United States"
,," Kellie Furnald, ",https://concussioncareproviders.com/listing/7167/,
,," Kellie Furnald, ",https://concussioncareproviders.com/listing/7169/,
"
	Makovicka Physical Therapy",,"Amanda Lauer, PT ",https://concussioncareproviders.com/listing/makovicka-physical-therapy/,"
	1021 S 178th St. #101 Omaha NE 68118 United States"
"
	UPMC Lock Haven",," Melody Henderson, OTR/L ",https://concussioncareproviders.com/listing/upmc-lock-haven/,"
	54 Cree Drive Lock Haven Pa 17745 United States"
"
	Smith & Prothero Physical Therapy",,"William Smith, PT ",https://concussioncareproviders.com/listing/smith-prothero-physical-therapy/,"
	807 South Union Avenue Havre de Grace MD 21078 United States"
"
	Compleat Rehab and Sports Therapy",,"Jordan Hoogerhyde, PT ",https://concussioncareproviders.com/listing/compleat-rehab-and-sports-therapy/,"
	2675 Court Dr. Gastonia NC 28054 United States"
,," Sigurlaug M Jónasdóttir, ",https://concussioncareproviders.com/listing/7172/,
"
	Smith & Prothero Physical Therapy",,"Kelly Fulp, PT ",https://concussioncareproviders.com/listing/smith-prothero-physical-therapy-2/,"
	807 A South Union Ave Havre de Grace Maryland 21078 United States"
"
	Mount Sinai South Nassau",," Michael Manzella, Occupational Therapist ",https://concussioncareproviders.com/listing/mount-sinai-south-nassau/,"
	One Healthy Way One Healthy Way Oceanside NY 11572 United States"
,," Kimberley Jung, ",https://concussioncareproviders.com/listing/7177/,
"
	Bodycentral Physical Therapy",,"Diamond Jones, PT ",https://concussioncareproviders.com/listing/bodycentral-physical-therapy-8/,"
	7493 E Tanque Verde Rd Tucson AZ 8715 United States"
"
	Franciscan Health",," Micah Brown, Occupational Therapist OTR/L ",https://concussioncareproviders.com/listing/franciscan-health/,"
	1710 Lafayette Ave Crawfordsville Indiana 47933 United States"
"
	LeConte Therapy Center",,"Kay Funderburg, PT ",https://concussioncareproviders.com/listing/leconte-therapy-center/,"
	740 Middle Creek Road Sevierville Tennessee 37862 United States"
"
	Bodycentral Physical Therapist",,"Diamond Jones, PT ",https://concussioncareproviders.com/listing/bodycentral-physical-therapist/,"
	7493 E Tanque Verde Rd Tucson AZ 87515 United States"
"
	Georgia Bone and Joint",http://www.georgiaboneandjoint.org,"Gayla Prince, PT ",https://concussioncareproviders.com/listing/georgia-bone-and-joint/,"
	4000 Shakerag Hill Suite 100 Peachtree City GA 30269 United States"
"
	Colorado Injury Treatment Center",http://www.coloradoinjurytreatment.com,"Leslie Wimbs, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/colorado-injury-treatment-center/,"
	1330 S. Potomac St Ste 100 Aurora CO 80012 United States"
"
	Covenant Health Therapy Centers",,"Eric Jones, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/covenant-health-therapy-centers/,"
	Middle Creek Rd Sevierville TN 37862 United States"
"
	BodyCentral Physical Therapy",,"Bridgette Darton, PT ",https://concussioncareproviders.com/listing/bodycentral-physical-therapy-9/,"
	7493 E. Tanque Verde Rd. Tuscon AZ 85715 United States"
"
	Lifestyle Physical Therapy",https://www.lifestyle-physical-therapy.com/,"Ryan Abarno, PT ",https://concussioncareproviders.com/listing/lifestyle-physical-therapy/,"
	4543 Charlotte Highway, Suite 11 Lake Wylie, South Carolina 29710, United States"
"
	Prevea Health",https://www.prevea.com/locations/Ashwaubenon,"Berkin Ulgen, MD ",https://concussioncareproviders.com/listing/prevea-health-3/,"
	2509 County Highway I, Chippewa Falls, WI 54729, USA"
"
	Department of Veterans Affairs",," Heather McNabb, OTR/L ",https://concussioncareproviders.com/listing/department-of-veterans-affairs/,"
	3801 Miranda Avenue Palo Alto CA 94304 United States"
"
	University of Mount Union",,"Megan Salvatore, PT ",https://concussioncareproviders.com/listing/university-of-mount-union/,"
	1972 Clark Avenue Alliance OH 44601 United States"
"
	Holy Cross Hospital",http://www.holy-cross.com,"amy baxter, PT ",https://concussioncareproviders.com/listing/holy-cross-hospital/,"
	5597 North Dixie Hwy Ft.Lauderdale FL 33334 United States"
"
	Ivy Rehab",https://www.ivyrehab.com/location/mount-laurel-nj/,"John Czarnik, PT, DPT, CSCS ",https://concussioncareproviders.com/listing/ivy-rehab-4/,"
	127 Ark Rd Ste 23 Mount Laurel New Jersey 08054 United States"
"
	Orillia Synergy Healthcare Group",https://www.orilliasynergyhealthcare.com/," Matthew Smorenburg, Registered Physiotherapist ",https://concussioncareproviders.com/listing/orillia-synergy-healthcare-group/,"
	129 Front Street South Orillia Ontario L3V 4S6 Canada"
"
	Ahlbin Centers for Rehabilitation",,"Scott Rivera, PT ",https://concussioncareproviders.com/listing/ahlbin-centers-for-rehabilitation/,"
	4 Corporate Dr. Shelton CT 06484 United States"
,," Bridget Kohn, ",https://concussioncareproviders.com/listing/7221/,
"
	Swift Health Services",https://swifthealth.ca/," Samuel Widjaja, Occupational Therapist ",https://concussioncareproviders.com/listing/swift-health-services/,"
	1300-1500 West Georgia Vancouver British Columbia V6G 2Z6 Canada"
"
	Bodycentral",,"Monifa Williams, PT ",https://concussioncareproviders.com/listing/bodycentral/,"
	1040 S Harrison Rd Suite 100, Tucson, AZ 85748 Tucson Arizona 85748 United States"
"
	OrthoBethesda",,"Helen Hsu, PT ",https://concussioncareproviders.com/listing/orthobethesda-3/,"
	10215 Fernwood Rd N Bethesda MD 20817 United States"
"
	MARTENSVILLE COLLECTIVE HEALTH & WELLNESS",http://www.martensvillecollectivehealthandwellness.ca," Trevor Adamus, PHYSIOTHERAPIST ",https://concussioncareproviders.com/listing/martensville-collective-health-wellness/,"
	531 CENTENNIAL DR N BOX 2241 MARTENSVILLE SK S0K 2TO Canada"
"
	Results Physical Therapy & Training Center",https://www.resultstherapy.com/,"Christopher Wolfinger, PT/ATC ",https://concussioncareproviders.com/listing/results-physical-therapy-training-center/,"
	10471 Grant Line Road #130 Elk Grove CA 95624 United States"
"
	Advanced Physical Therapy and Sports Medicine",http://www.advancedptsm.com,"Ben Benesh, PT ",https://concussioncareproviders.com/listing/advanced-physical-therapy-and-sports-medicine/,"
	600 N Koeller Street Oshkosh WI 54902 United States"
,," DeAndre Nunn, ",https://concussioncareproviders.com/listing/7239/,
"
	LeConte Therapy Center",,"Kay Funderburg, PT ",https://concussioncareproviders.com/listing/leconte-therapy-center-2/,"
	LeConte Therapy Center 740 Middle Creek Road Sevierville TN 37862 United States"
"
	Athletico",,"Patrick Nielsen, PT/ATC ",https://concussioncareproviders.com/listing/athletico-7/,"
	24 E Chicago Floor 2 Chicago IL 60611 United States"
"
	Department of Veteran’s Affairs",," Heather McNabb, Occupational Therapist ",https://concussioncareproviders.com/listing/department-of-veterans-affairs-2/,"
	3801 Miranda Avenue Palo Alto CA 94304 United States"
"
	California Children’s Services – San Bernardino County",," Karinette Leano, Occupational Therapist - OTR/L ",https://concussioncareproviders.com/listing/california-childrens-services-san-bernardino-county/,"
	13368 Redwood Dr Rancho Cucamonga CA 91738 United States"
"
	Capstone Physical Therapy",https://www.capstonept.com,"Victoria Bale, PT ",https://concussioncareproviders.com/listing/capstone-physical-therapy/,"
	3111 Newmarket St #101 Bellingham WA 98226 United States"
"
	Advanced Physical Therapy and Sports Medicine",http://www.advancedptsm.com,"Dean Sondrol, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/advanced-physical-therapy-and-sports-medicine-2/,"
	102 Grand Seasons Drive Waupaca Wi 54981 United States"
,," Amber Fegter, ",https://concussioncareproviders.com/listing/7254/,
,," Ashley Shealy, ",https://concussioncareproviders.com/listing/7258/,
"
	Good Samaritain Society – Millard",," Autumn Smith, Supervisor of Therapy, Occupational Therapist ",https://concussioncareproviders.com/listing/good-samaritain-society-millard/,"
	12856 Deauville Drive Omaha NE 68116 United States"
"
	Atlantic Physical Therapy Center",,"Sana Khan, PT ",https://concussioncareproviders.com/listing/atlantic-physical-therapy-center-4/,"
	209 Applegarth Road Monroe NJ 08331 United States"
"
	Flex Motion Physical Therapy",," Jarel Russell, Occupational Therapist/Clinical Director ",https://concussioncareproviders.com/listing/flex-motion-physical-therapy/,"
	1000 N Central Ave Glendale CA 91202 United States"
"
	Stony Brook Medicine Outpatient",,"Matthew Power, PT ",https://concussioncareproviders.com/listing/stony-brook-medicine-outpatient/,"
	33 research Way Setauket- East Setauket New York 11733 United States"
"
	Abbeville Area Medical Center",," Ellen Morrison, Occupational Therapist, Director of Rehab & Wellness ",https://concussioncareproviders.com/listing/abbeville-area-medical-center/,"
	420 Thomson Circle Abbeville South Carolina 29620 United States"
"
	Veterans Affairs Healthcare System",," Denise Gaytan, Occupational Therapist ",https://concussioncareproviders.com/listing/veterans-affairs-healthcare-system/,"
	5001 N Piedras El Paso Texas 79930 United States"
"
	Lifemark",https://www.lifemark.ca/Bellwood," Corey Hankuk Kim, Physiotherapist ",https://concussioncareproviders.com/listing/lifemark-7/,"
	900 Oxford Street East London ON N6K1M8 Canada"
"
	nMotion Physical Therapy",https://nmotiontherapy.com/," Kyle Oatis, OTR/L ",https://concussioncareproviders.com/listing/nmotion-physical-therapy/,"
	620 Cherokee Street Marietta GA 30060 United States"
"
	procarept",,"Brooks comeno, PT ",https://concussioncareproviders.com/listing/procarept/,"
	518 east main st riverhead ny 11901 United States"
,," Juliana Kebic, ",https://concussioncareproviders.com/listing/7282/,
"
	WIC Physiotherapy",," Ambika Mehta, Physiotherapist ",https://concussioncareproviders.com/listing/wic-physiotherapy/,"
	4363 167 Ave NW, #209, Edmonton, Alberta T5Y 3Y2, Canada"
"
	Monument Health",,"Brooke Foley, PT ",https://concussioncareproviders.com/listing/monument-health-2/,"
	1635 Caregiver Circle, Rapid City, SD 57702, United States"
"
	SunnyDays Therapy",," Cassie Kuntz, Occupational Therapist ",https://concussioncareproviders.com/listing/sunnydays-therapy/,"
	9346 Oak Avenue Waconia MN 55360 United States"
"
	Injury Care Cliniic",,"Marina Espana, PT ",https://concussioncareproviders.com/listing/injury-care-cliniic/,"
	630 South Wickham Rd. Suite #101 West Melbourne Florida 32904 United States"
"
	Results Physical Therapy",,"Candace Edwards, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/results-physical-therapy/,"
	5525 Dewey Drive Fair Oaks California 95628 United States"
"
	Agility Physical Therapy",https://agilitypttucson.com/,"Alexis Merger, PT ",https://concussioncareproviders.com/listing/agility-physical-therapy/,"
	1880 W. Orange Grove Road Tucson Tucson 85712 United States"
"
	Sentara Therapy Center Orthopedics & Sports Performance",https://www.sentara.com/hampton-roads-virginia/hospitalslocations/locations/sentara-therapy-centers/simple-locations/sentara-therapy-center-orthopedics-sports-performance.aspx,"Tyler Nolan, PT ",https://concussioncareproviders.com/listing/sentara-therapy-center-orthopedics-sports-performance/,"
	6201 E. Virginia Beach Blvd. Ste 110 Norfolk Virginia 23502 United States"
"
	Orthopedic Institute",https://orthopedicinstitutesf.com/,"Aaron Olson, PT ",https://concussioncareproviders.com/listing/orthopedic-institute/,"
	810 E. 23rd St Sioux Falls SD 57108 United States"
"
	Injury Care Clinic",,"Marina Espana, PT ",https://concussioncareproviders.com/listing/injury-care-clinic/,"
	630 S. Wickham Rd Suite 101 W. Melbourne Florida 32904 United States"
"
	Orthopaedic Rehab Specialises",https://www.orsmi.com,"Michael Cox, PT ",https://concussioncareproviders.com/listing/orthopaedic-rehab-specialises/,"
	8741 West Saginaw Highway, Ste D, Lansing, MI, USA"
"
	Southwest Health Systems",https://www.swhealth.org/,"Brenton Wright, PT ",https://concussioncareproviders.com/listing/southwest-health-systems-2/,"
	1311 N Mildred Rd, Cortez, Colorado 81321, United States"
"
	Southwest Health Systems",https://www.swhealth.org/,"Brenton Wright, PT ",https://concussioncareproviders.com/listing/southwest-health-systems/,"
	1311 N Mildred Rd, Cortez, Colorado 81321, United States"
"
	UCHealth – Pikes Peak Regional Hospital",,"Thomas Backe, PT ",https://concussioncareproviders.com/listing/uchealth-pikes-peak-regional-hospital/,"
	16420 W Hwy 24 Suite 110 Woodland Park Colorado 80863 United States"
"
	MTI Physical Therapy",http://www.mtipt.com,"Jim Rivard, PT ",https://concussioncareproviders.com/listing/mti-physical-therapy/,"
	506 12th Ave Seattle WA 98122 United States"
"
	Davis Physical Therapy & Sports Rehab",http://www.davisptsr.com,"Antoinette Shields, PT ",https://concussioncareproviders.com/listing/davis-physical-therapy-sports-rehab/,"
	639 Stokes Rd. Suite 103 Medford NJ 08055 United States"
"
	Boston Sports Medicine",,"Joseph Merullo, PT ",https://concussioncareproviders.com/listing/boston-sports-medicine/,"
	259 Elm St Somerville MA 02143 United States"
,," Sarah Schwarz, ",https://concussioncareproviders.com/listing/7317/,
"
	MHealth Fairview Rehabilitation",,"Emily Henrich, PT ",https://concussioncareproviders.com/listing/mhealth-fairview-rehabilitation/,"
	1825 Woodwinds Drive Woodbury MN 55125 United States"
"
	Unity Medical Center",https://www.unitymedcenter.com/,"Briana Lazur, ATC/LAT/CAT(C) ",https://concussioncareproviders.com/listing/unity-medical-center/,"
	164 W 13th St Grafton ND 58237 United States"
"
	Kidz Therapy Zone",," Emily Benfer, Occupational Therapist ",https://concussioncareproviders.com/listing/kidz-therapy-zone/,"
	32 Parkwood Drive Chambersburg PA 17201 United States"
"
	Therapy West, Inc.",,"Anne Osborn, PT ",https://concussioncareproviders.com/listing/therapy-west-inc/,"
	11605 Washington Place Los Angeles CA 90066 United States"
"
	O’Brien Clinic",," Paddy O Brien, Physiotherapist ",https://concussioncareproviders.com/listing/obrien-clinic/,"
	Toomevara Nenagh Tipperary Munster E45KH48 Ireland"
"
	Physical Therapy Innovations",,"Wendy Hodge, PT ",https://concussioncareproviders.com/listing/physical-therapy-innovations-8/,"
	65 South Street #101 Hopkinton MA 01748 United States"
"
	Surrey Neuroplasticity Clinic",https://snpc.tech," Zara Dureno, Occupational Therapist ",https://concussioncareproviders.com/listing/surrey-neuroplasticity-clinic/,"
	13737 96 Ave, Surrey, BC V3V 0C6, Canada"
"
	Therapy West, Inc.",,"Anne Osborn, PT ",https://concussioncareproviders.com/listing/therapy-west-inc-2/,"
	11605 Washington Place Los Angeles CA 90066 United States"
"
	Physical Therapy Innovations",,"David Marsh, PT ",https://concussioncareproviders.com/listing/physical-therapy-innovations-7/,"
	584 Summer Street Barre MA 01005 United States"
"
	Monument Health",,"Codi Huebner, PT ",https://concussioncareproviders.com/listing/monument-health-3/,"
	1635 Caregiver Circle, Rapid City, South Dakota 57701, United States"
"
	Physical Therapy Innovations",,"Wendy Hodge, PT ",https://concussioncareproviders.com/listing/physical-therapy-innovations-9/,"
	65 South Street #101 Hopkinton MA 01748 United States"
"
	Physical Therapy Innovations",,"Wendy Hodge, PT ",https://concussioncareproviders.com/listing/physical-therapy-innovations-10/,"
	65 South Street #101 Hopkinton MA 01748 United States"
"
	MaineHealth-Waldo County General Hospital",," Rachel Adler, Occupational Therapist ",https://concussioncareproviders.com/listing/mainehealth-waldo-county-general-hospital/,"
	118 Northport Ave PO Box 287 Belfast Maine 04915 United States"
"
	Access Physical Therapy",,"Chris Coppolecchia, PT ",https://concussioncareproviders.com/listing/access-physical-therapy/,"
	530 Main St, Armonk, NY 10504, United States"
"
	One Physiotherapy",," Bertrand Koh, Physiotherapist ",https://concussioncareproviders.com/listing/one-physiotherapy/,"
	24 Raffles Place, Clifford Centre, #26-06A, Singapore 048621, Singapore"
,," Megan Grace, ",https://concussioncareproviders.com/listing/7348/,
"
	Boston Associates Rehabilitation",http://www.barphysicaltherapy.com/,"Danielle Griscom, PT ",https://concussioncareproviders.com/listing/boston-associates-rehabilitation/,"
	291 Harding Highway, Carneys Point, Penns Grove, NJ 08069, United States"
,," Jennifer Duke, ",https://concussioncareproviders.com/listing/7357/,
"
	Physical Therapy Centres",," Ambika Mehta, Physiotherapy Resident ",https://concussioncareproviders.com/listing/physical-therapy-centres/,"
	4363 167 Ave NW #209 Edmonton AB T5Y 3Y2 Canada"
,," Rachel Taylor, ",https://concussioncareproviders.com/listing/7358/,
"
	Lourdes Hospital",,"Victoria Robinson, PT ",https://concussioncareproviders.com/listing/lourdes-hospital-3/,"
	169 Riverside Drive, Binghamton, NY 13905, United States"
"
	MTI Physical Therapy",https://mtipt.com/,"Kyle Buckham, PT ",https://concussioncareproviders.com/listing/mti-physical-therapy-2/,"
	506 12th Ave, Seattle, WA 98122, United States"
"
	WestSide Physical Therapy",http://westside-pt.com/,"Rachel Castellitto, PT ",https://concussioncareproviders.com/listing/westside-physical-therapy/,"
	315 Bridge Street, Syracuse, New York 13209, United States"
